0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
"(157, 14)","(164, 8)","(55, 12)","(59, 8)","(190, 9)","(38, 13)","(43, 13)","(221, 14)","(184, 5)","(124, 3)","(57, 10)","(156, 6)","(46, 3)","(159, 10)","(32, 11)","(8, 7)","(240, 1)","(204, 8)","(139, 12)","(238, 10)","(97, 2)","(93, 14)","(22, 1)","(118, 12)","(11, 5)","(40, 2)","(26, 12)","(178, 5)","(28, 0)","(66, 2)","(18, 4)","(161, 12)","(16, 8)","(168, 8)","(103, 13)","(210, 3)","(127, 14)","(50, 5)","(198, 8)","(37, 4)","(223, 3)","(29, 10)","(63, 9)","(45, 10)","(148, 14)","(235, 0)","(181, 5)","(75, 5)","(183, 12)","(68, 0)","(149, 4)","(117, 11)","(97, 9)","(139, 13)","(181, 9)","(36, 7)","(121, 7)","(174, 7)","(113, 12)","(88, 4)","(108, 11)","(30, 5)","(56, 13)","(141, 13)","(236, 14)","(85, 6)","(57, 7)","(221, 3)","(20, 5)","(46, 4)","(193, 13)","(196, 14)","(125, 8)","(49, 8)","(235, 0)","(66, 3)","(126, 14)","(48, 8)","(155, 12)","(101, 11)","(229, 4)","(20, 2)","(102, 14)","(81, 10)","(28, 5)","(209, 5)","(158, 10)","(64, 9)","(62, 3)","(179, 9)","(130, 1)","(166, 2)","(127, 5)","(69, 14)","(84, 7)","(109, 14)","(118, 13)","(220, 5)","(116, 7)","(1, 8)"
"(157, 2)","(164, 3)","(55, 6)","(59, 4)","(190, 3)","(38, 2)","(43, 14)","(221, 11)","(184, 3)","(124, 1)","(57, 0)","(156, 11)","(46, 1)","(159, 14)","(32, 2)","(8, 5)","(240, 12)","(204, 12)","(139, 14)","(238, 12)","(97, 14)","(93, 4)","(22, 4)","(118, 13)","(11, 3)","(40, 4)","(26, 6)","(178, 11)","(28, 14)","(66, 7)","(18, 1)","(161, 1)","(16, 1)","(168, 3)","(103, 11)","(210, 14)","(127, 2)","(50, 9)","(198, 4)","(37, 1)","(223, 6)","(29, 9)","(63, 4)","(45, 7)","(148, 6)","(235, 13)","(181, 12)","(75, 13)","(183, 4)","(68, 12)","(149, 13)","(117, 2)","(97, 4)","(139, 9)","(181, 3)","(36, 5)","(121, 3)","(174, 9)","(113, 9)","(88, 5)","(108, 4)","(30, 7)","(56, 1)","(141, 0)","(236, 8)","(85, 3)","(57, 1)","(221, 6)","(20, 6)","(46, 4)","(193, 8)","(196, 5)","(125, 0)","(49, 13)","(235, 3)","(66, 10)","(126, 6)","(48, 2)","(155, 7)","(101, 6)","(229, 12)","(20, 1)","(102, 7)","(81, 9)","(28, 3)","(209, 12)","(158, 6)","(64, 6)","(62, 7)","(179, 0)","(130, 14)","(166, 9)","(127, 5)","(69, 5)","(84, 8)","(109, 2)","(118, 10)","(220, 3)","(116, 6)","(1, 13)"
"(157, 13)","(164, 11)","(55, 1)","(59, 7)","(190, 0)","(38, 0)","(43, 4)","(221, 10)","(184, 6)","(124, 4)","(57, 4)","(156, 3)","(46, 11)","(159, 13)","(32, 10)","(8, 13)","(240, 4)","(204, 10)","(139, 3)","(238, 10)","(97, 6)","(93, 13)","(22, 5)","(118, 10)","(11, 1)","(40, 14)","(26, 1)","(178, 1)","(28, 4)","(66, 1)","(18, 0)","(161, 5)","(16, 3)","(168, 11)","(103, 9)","(210, 0)","(127, 1)","(50, 6)","(198, 2)","(37, 2)","(223, 13)","(29, 8)","(63, 14)","(45, 13)","(148, 10)","(235, 9)","(181, 5)","(75, 11)","(183, 3)","(68, 9)","(149, 1)","(117, 4)","(97, 6)","(139, 7)","(181, 11)","(36, 12)","(121, 8)","(174, 10)","(113, 2)","(88, 12)","(108, 12)","(30, 0)","(56, 9)","(141, 5)","(236, 11)","(85, 11)","(57, 9)","(221, 7)","(20, 7)","(46, 7)","(193, 14)","(196, 6)","(125, 14)","(49, 4)","(235, 6)","(66, 4)","(126, 0)","(48, 9)","(155, 4)","(101, 9)","(229, 5)","(20, 1)","(102, 11)","(81, 12)","(28, 13)","(209, 4)","(158, 12)","(64, 13)","(62, 1)","(179, 2)","(130, 9)","(166, 6)","(127, 12)","(69, 9)","(84, 9)","(109, 5)","(118, 7)","(220, 7)","(116, 12)","(1, 12)"
"(157, 0)","(164, 4)","(55, 13)","(59, 3)","(190, 4)","(38, 12)","(43, 2)","(221, 5)","(184, 2)","(124, 2)","(57, 7)","(156, 1)","(46, 8)","(159, 9)","(32, 14)","(8, 9)","(240, 5)","(204, 0)","(139, 11)","(238, 13)","(97, 9)","(93, 3)","(22, 8)","(118, 4)","(11, 6)","(40, 6)","(26, 8)","(178, 7)","(28, 12)","(66, 13)","(18, 8)","(161, 4)","(16, 4)","(168, 0)","(103, 14)","(210, 13)","(127, 6)","(50, 2)","(198, 7)","(37, 11)","(223, 14)","(29, 1)","(63, 5)","(45, 9)","(148, 8)","(235, 4)","(181, 7)","(75, 1)","(183, 6)","(68, 2)","(149, 12)","(117, 1)","(97, 14)","(139, 3)","(181, 13)","(36, 14)","(121, 6)","(174, 8)","(113, 5)","(88, 14)","(108, 10)","(30, 14)","(56, 11)","(141, 11)","(236, 10)","(85, 1)","(57, 13)","(221, 14)","(20, 12)","(46, 7)","(193, 3)","(196, 13)","(125, 7)","(49, 2)","(235, 2)","(66, 2)","(126, 5)","(48, 3)","(155, 14)","(101, 12)","(229, 10)","(20, 0)","(102, 5)","(81, 2)","(28, 1)","(209, 10)","(158, 2)","(64, 5)","(62, 6)","(179, 12)","(130, 10)","(166, 4)","(127, 13)","(69, 8)","(84, 6)","(109, 1)","(118, 6)","(220, 6)","(116, 1)","(1, 14)"
"(157, 9)","(164, 1)","(55, 5)","(59, 12)","(190, 13)","(38, 4)","(43, 13)","(221, 0)","(184, 7)","(124, 8)","(57, 14)","(156, 5)","(46, 6)","(159, 0)","(32, 8)","(8, 6)","(240, 10)","(204, 4)","(139, 10)","(238, 8)","(97, 0)","(93, 6)","(22, 6)","(118, 8)","(11, 13)","(40, 5)","(26, 11)","(178, 10)","(28, 9)","(66, 6)","(18, 9)","(161, 9)","(16, 2)","(168, 13)","(103, 4)","(210, 8)","(127, 8)","(50, 10)","(198, 0)","(37, 12)","(223, 8)","(29, 12)","(63, 10)","(45, 1)","(148, 1)","(235, 6)","(181, 13)","(75, 4)","(183, 9)","(68, 1)","(149, 3)","(117, 10)","(97, 6)","(139, 14)","(181, 10)","(36, 1)","(121, 1)","(174, 2)","(113, 0)","(88, 8)","(108, 1)","(30, 3)","(56, 3)","(141, 4)","(236, 9)","(85, 5)","(57, 13)","(221, 2)","(20, 7)","(46, 14)","(193, 0)","(196, 11)","(125, 2)","(49, 14)","(235, 11)","(66, 0)","(126, 4)","(48, 10)","(155, 6)","(101, 14)","(229, 14)","(20, 9)","(102, 3)","(81, 3)","(28, 6)","(209, 5)","(158, 13)","(64, 3)","(62, 10)","(179, 5)","(130, 13)","(166, 13)","(127, 13)","(69, 4)","(84, 2)","(109, 7)","(118, 0)","(220, 4)","(116, 3)","(1, 0)"
"(157, 4)","(164, 10)","(55, 10)","(59, 9)","(190, 10)","(38, 13)","(43, 8)","(221, 14)","(184, 12)","(124, 13)","(57, 3)","(156, 9)","(46, 14)","(159, 12)","(32, 10)","(8, 8)","(240, 13)","(204, 7)","(139, 12)","(238, 4)","(97, 11)","(93, 14)","(22, 14)","(118, 11)","(11, 10)","(40, 10)","(26, 2)","(178, 12)","(28, 10)","(66, 5)","(18, 14)","(161, 13)","(16, 6)","(168, 1)","(103, 8)","(210, 4)","(127, 5)","(50, 5)","(198, 5)","(37, 10)","(223, 0)","(29, 3)","(63, 8)","(45, 11)","(148, 12)","(235, 12)","(181, 9)","(75, 14)","(183, 13)","(68, 8)","(149, 12)","(117, 14)","(97, 6)","(139, 6)","(181, 6)","(36, 8)","(121, 12)","(174, 1)","(113, 14)","(88, 2)","(108, 0)","(30, 4)","(56, 12)","(141, 7)","(236, 8)","(85, 4)","(57, 2)","(221, 7)","(20, 14)","(46, 13)","(193, 6)","(196, 12)","(125, 12)","(49, 0)","(235, 4)","(66, 0)","(126, 1)","(48, 13)","(155, 14)","(101, 3)","(229, 8)","(20, 9)","(102, 13)","(81, 14)","(28, 10)","(209, 14)","(158, 12)","(64, 14)","(62, 8)","(179, 10)","(130, 12)","(166, 1)","(127, 13)","(69, 3)","(84, 14)","(109, 0)","(118, 3)","(220, 10)","(116, 6)","(1, 3)"
"(157, 6)","(164, 12)","(55, 13)","(59, 13)","(190, 2)","(38, 3)","(43, 10)","(221, 6)","(184, 8)","(124, 12)","(57, 5)","(156, 7)","(46, 4)","(159, 1)","(32, 9)","(8, 1)","(240, 14)","(204, 3)","(139, 3)","(238, 2)","(97, 8)","(93, 14)","(22, 12)","(118, 0)","(11, 4)","(40, 9)","(26, 5)","(178, 9)","(28, 8)","(66, 11)","(18, 13)","(161, 8)","(16, 10)","(168, 6)","(103, 14)","(210, 1)","(127, 2)","(50, 8)","(198, 4)","(37, 4)","(223, 1)","(29, 11)","(63, 13)","(45, 4)","(148, 13)","(235, 7)","(181, 8)","(75, 12)","(183, 10)","(68, 4)","(149, 7)","(117, 5)","(97, 10)","(139, 11)","(181, 1)","(36, 6)","(121, 2)","(174, 3)","(113, 7)","(88, 3)","(108, 13)","(30, 9)","(56, 8)","(141, 3)","(236, 0)","(85, 0)","(57, 11)","(221, 11)","(20, 2)","(46, 4)","(193, 9)","(196, 1)","(125, 4)","(49, 9)","(235, 2)","(66, 5)","(126, 11)","(48, 8)","(155, 11)","(101, 0)","(229, 11)","(20, 12)","(102, 2)","(81, 1)","(28, 10)","(209, 0)","(158, 8)","(64, 6)","(62, 14)","(179, 8)","(130, 8)","(166, 8)","(127, 13)","(69, 11)","(84, 4)","(109, 13)","(118, 8)","(220, 13)","(116, 14)","(1, 11)"
"(157, 3)","(164, 5)","(55, 3)","(59, 11)","(190, 11)","(38, 8)","(43, 6)","(221, 8)","(184, 3)","(124, 11)","(57, 13)","(156, 13)","(46, 5)","(159, 8)","(32, 6)","(8, 4)","(240, 3)","(204, 11)","(139, 1)","(238, 1)","(97, 12)","(93, 8)","(22, 11)","(118, 1)","(11, 5)","(40, 2)","(26, 12)","(178, 8)","(28, 1)","(66, 4)","(18, 11)","(161, 3)","(16, 12)","(168, 14)","(103, 3)","(210, 10)","(127, 14)","(50, 13)","(198, 14)","(37, 8)","(223, 3)","(29, 7)","(63, 0)","(45, 6)","(148, 11)","(235, 4)","(181, 0)","(75, 10)","(183, 12)","(68, 11)","(149, 0)","(117, 6)","(97, 14)","(139, 10)","(181, 7)","(36, 11)","(121, 8)","(174, 6)","(113, 9)","(88, 3)","(108, 8)","(30, 2)","(56, 6)","(141, 11)","(236, 11)","(85, 10)","(57, 8)","(221, 5)","(20, 11)","(46, 10)","(193, 12)","(196, 3)","(125, 10)","(49, 7)","(235, 2)","(66, 7)","(126, 3)","(48, 0)","(155, 13)","(101, 10)","(229, 3)","(20, 13)","(102, 9)","(81, 7)","(28, 11)","(209, 8)","(158, 14)","(64, 4)","(62, 9)","(179, 11)","(130, 6)","(166, 14)","(127, 1)","(69, 0)","(84, 9)","(109, 10)","(118, 4)","(220, 2)","(116, 11)","(1, 6)"
"(157, 1)","(164, 14)","(55, 8)","(59, 6)","(190, 8)","(38, 6)","(43, 4)","(221, 12)","(184, 13)","(124, 2)","(57, 8)","(156, 12)","(46, 3)","(159, 4)","(32, 3)","(8, 0)","(240, 2)","(204, 12)","(139, 5)","(238, 7)","(97, 6)","(93, 5)","(22, 13)","(118, 2)","(11, 12)","(40, 13)","(26, 6)","(178, 14)","(28, 11)","(66, 12)","(18, 10)","(161, 14)","(16, 0)","(168, 4)","(103, 12)","(210, 2)","(127, 4)","(50, 14)","(198, 13)","(37, 5)","(223, 0)","(29, 0)","(63, 5)","(45, 8)","(148, 4)","(235, 3)","(181, 11)","(75, 6)","(183, 1)","(68, 0)","(149, 4)","(117, 3)","(97, 1)","(139, 14)","(181, 4)","(36, 2)","(121, 0)","(174, 0)","(113, 1)","(88, 9)","(108, 3)","(30, 3)","(56, 0)","(141, 14)","(236, 5)","(85, 3)","(57, 12)","(221, 4)","(20, 4)","(46, 12)","(193, 10)","(196, 10)","(125, 6)","(49, 4)","(235, 3)","(66, 8)","(126, 10)","(48, 11)","(155, 3)","(101, 5)","(229, 7)","(20, 12)","(102, 1)","(81, 5)","(28, 2)","(209, 13)","(158, 3)","(64, 2)","(62, 0)","(179, 9)","(130, 4)","(166, 12)","(127, 7)","(69, 9)","(84, 1)","(109, 2)","(118, 5)","(220, 5)","(116, 10)","(1, 7)"
"(157, 5)","(164, 0)","(55, 2)","(59, 2)","(190, 5)","(38, 11)","(43, 14)","(221, 3)","(184, 14)","(124, 5)","(57, 9)","(156, 11)","(46, 7)","(159, 10)","(32, 2)","(8, 14)","(240, 0)","(204, 2)","(139, 9)","(238, 5)","(97, 14)","(93, 9)","(22, 7)","(118, 13)","(11, 14)","(40, 4)","(26, 3)","(178, 6)","(28, 7)","(66, 3)","(18, 5)","(161, 10)","(16, 14)","(168, 2)","(103, 4)","(210, 12)","(127, 10)","(50, 11)","(198, 6)","(37, 7)","(223, 11)","(29, 12)","(63, 10)","(45, 7)","(148, 13)","(235, 2)","(181, 2)","(75, 0)","(183, 11)","(68, 9)","(149, 11)","(117, 8)","(97, 3)","(139, 8)","(181, 0)","(36, 4)","(121, 13)","(174, 14)","(113, 11)","(88, 0)","(108, 6)","(30, 8)","(56, 14)","(141, 13)","(236, 12)","(85, 5)","(57, 14)","(221, 4)","(20, 3)","(46, 2)","(193, 7)","(196, 14)","(125, 13)","(49, 10)","(235, 3)","(66, 5)","(126, 7)","(48, 6)","(155, 5)","(101, 13)","(229, 8)","(20, 6)","(102, 10)","(81, 11)","(28, 4)","(209, 11)","(158, 9)","(64, 11)","(62, 11)","(179, 1)","(130, 3)","(166, 3)","(127, 11)","(69, 5)","(84, 13)","(109, 4)","(118, 11)","(220, 7)","(116, 9)","(1, 10)"
"(157, 14)","(164, 6)","(55, 1)","(59, 3)","(190, 0)","(38, 1)","(43, 3)","(221, 9)","(184, 12)","(124, 9)","(57, 1)","(156, 0)","(46, 11)","(159, 11)","(32, 13)","(8, 7)","(240, 11)","(204, 8)","(139, 2)","(238, 6)","(97, 7)","(93, 11)","(22, 5)","(118, 14)","(11, 11)","(40, 11)","(26, 11)","(178, 13)","(28, 6)","(66, 11)","(18, 12)","(161, 6)","(16, 11)","(168, 3)","(103, 2)","(210, 11)","(127, 13)","(50, 7)","(198, 12)","(37, 3)","(223, 9)","(29, 13)","(63, 11)","(45, 10)","(148, 5)","(235, 8)","(181, 4)","(75, 2)","(183, 7)","(68, 7)","(149, 8)","(117, 0)","(97, 0)","(139, 5)","(181, 2)","(36, 3)","(121, 14)","(174, 7)","(113, 6)","(88, 11)","(108, 0)","(30, 13)","(56, 8)","(141, 6)","(236, 2)","(85, 12)","(57, 0)","(221, 5)","(20, 1)","(46, 6)","(193, 8)","(196, 2)","(125, 8)","(49, 12)","(235, 8)","(66, 8)","(126, 8)","(48, 9)","(155, 8)","(101, 11)","(229, 13)","(20, 8)","(102, 14)","(81, 0)","(28, 9)","(209, 7)","(158, 5)","(64, 1)","(62, 4)","(179, 5)","(130, 11)","(166, 0)","(127, 11)","(69, 10)","(84, 5)","(109, 3)","(118, 11)","(220, 0)","(116, 13)","(1, 1)"
"(157, 11)","(164, 10)","(55, 7)","(59, 0)","(190, 4)","(38, 14)","(43, 9)","(221, 10)","(184, 6)","(124, 14)","(57, 11)","(156, 2)","(46, 4)","(159, 6)","(32, 4)","(8, 3)","(240, 1)","(204, 1)","(139, 13)","(238, 3)","(97, 13)","(93, 3)","(22, 4)","(118, 10)","(11, 2)","(40, 8)","(26, 9)","(178, 2)","(28, 5)","(66, 8)","(18, 11)","(161, 11)","(16, 9)","(168, 7)","(103, 9)","(210, 1)","(127, 12)","(50, 12)","(198, 7)","(37, 13)","(223, 5)","(29, 7)","(63, 2)","(45, 2)","(148, 0)","(235, 11)","(181, 1)","(75, 9)","(183, 12)","(68, 14)","(149, 5)","(117, 9)","(97, 9)","(139, 5)","(181, 12)","(36, 13)","(121, 9)","(174, 11)","(113, 5)","(88, 10)","(108, 9)","(30, 12)","(56, 5)","(141, 10)","(236, 14)","(85, 13)","(57, 10)","(221, 4)","(20, 8)","(46, 6)","(193, 2)","(196, 1)","(125, 1)","(49, 0)","(235, 7)","(66, 11)","(126, 14)","(48, 2)","(155, 2)","(101, 9)","(229, 0)","(20, 12)","(102, 12)","(81, 12)","(28, 12)","(209, 14)","(158, 0)","(64, 3)","(62, 2)","(179, 8)","(130, 5)","(166, 7)","(127, 11)","(69, 10)","(84, 11)","(109, 12)","(118, 6)","(220, 14)","(116, 10)","(1, 2)"
"(157, 12)","(164, 1)","(55, 11)","(59, 10)","(190, 9)","(38, 12)","(43, 11)","(221, 4)","(184, 11)","(124, 6)","(57, 2)","(156, 1)","(46, 0)","(159, 2)","(32, 7)","(8, 10)","(240, 10)","(204, 14)","(139, 10)","(238, 1)","(97, 2)","(93, 2)","(22, 10)","(118, 5)","(11, 7)","(40, 0)","(26, 13)","(178, 3)","(28, 10)","(66, 10)","(18, 14)","(161, 7)","(16, 2)","(168, 8)","(103, 8)","(210, 7)","(127, 3)","(50, 4)","(198, 9)","(37, 11)","(223, 6)","(29, 5)","(63, 1)","(45, 4)","(148, 2)","(235, 5)","(181, 10)","(75, 13)","(183, 11)","(68, 5)","(149, 10)","(117, 13)","(97, 13)","(139, 2)","(181, 12)","(36, 8)","(121, 5)","(174, 13)","(113, 2)","(88, 11)","(108, 14)","(30, 7)","(56, 4)","(141, 5)","(236, 2)","(85, 7)","(57, 10)","(221, 4)","(20, 9)","(46, 6)","(193, 14)","(196, 7)","(125, 11)","(49, 3)","(235, 13)","(66, 11)","(126, 9)","(48, 10)","(155, 3)","(101, 1)","(229, 1)","(20, 12)","(102, 6)","(81, 14)","(28, 7)","(209, 0)","(158, 1)","(64, 10)","(62, 12)","(179, 7)","(130, 2)","(166, 5)","(127, 2)","(69, 6)","(84, 14)","(109, 5)","(118, 11)","(220, 11)","(116, 12)","(1, 9)"
"(157, 8)","(164, 14)","(55, 0)","(59, 10)","(190, 6)","(38, 5)","(43, 5)","(221, 3)","(184, 4)","(124, 10)","(57, 8)","(156, 10)","(46, 10)","(159, 10)","(32, 12)","(8, 6)","(240, 5)","(204, 6)","(139, 7)","(238, 13)","(97, 0)","(93, 12)","(22, 2)","(118, 3)","(11, 1)","(40, 13)","(26, 10)","(178, 4)","(28, 3)","(66, 4)","(18, 4)","(161, 6)","(16, 7)","(168, 12)","(103, 5)","(210, 5)","(127, 9)","(50, 10)","(198, 10)","(37, 6)","(223, 13)","(29, 2)","(63, 7)","(45, 12)","(148, 3)","(235, 4)","(181, 3)","(75, 8)","(183, 0)","(68, 10)","(149, 6)","(117, 7)","(97, 11)","(139, 1)","(181, 8)","(36, 7)","(121, 1)","(174, 10)","(113, 3)","(88, 6)","(108, 7)","(30, 4)","(56, 13)","(141, 10)","(236, 4)","(85, 14)","(57, 1)","(221, 13)","(20, 13)","(46, 10)","(193, 2)","(196, 9)","(125, 6)","(49, 5)","(235, 13)","(66, 1)","(126, 2)","(48, 6)","(155, 11)","(101, 10)","(229, 6)","(20, 5)","(102, 0)","(81, 13)","(28, 3)","(209, 6)","(158, 8)","(64, 11)","(62, 14)","(179, 11)","(130, 7)","(166, 9)","(127, 12)","(69, 13)","(84, 2)","(109, 11)","(118, 11)","(220, 11)","(116, 2)","(1, 14)"
"(157, 13)","(164, 4)","(55, 9)","(59, 7)","(190, 12)","(38, 4)","(43, 7)","(221, 2)","(184, 0)","(124, 3)","(57, 6)","(156, 14)","(46, 5)","(159, 0)","(32, 11)","(8, 11)","(240, 7)","(204, 7)","(139, 6)","(238, 14)","(97, 6)","(93, 7)","(22, 13)","(118, 9)","(11, 8)","(40, 7)","(26, 4)","(178, 14)","(28, 2)","(66, 14)","(18, 3)","(161, 0)","(16, 14)","(168, 9)","(103, 1)","(210, 3)","(127, 0)","(50, 1)","(198, 1)","(37, 5)","(223, 2)","(29, 12)","(63, 3)","(45, 3)","(148, 14)","(235, 6)","(181, 12)","(75, 0)","(183, 5)","(68, 13)","(149, 4)","(117, 12)","(97, 2)","(139, 12)","(181, 5)","(36, 3)","(121, 4)","(174, 12)","(113, 4)","(88, 1)","(108, 2)","(30, 11)","(56, 2)","(141, 6)","(236, 3)","(85, 8)","(57, 6)","(221, 10)","(20, 0)","(46, 0)","(193, 13)","(196, 8)","(125, 5)","(49, 2)","(235, 12)","(66, 14)","(126, 13)","(48, 12)","(155, 12)","(101, 6)","(229, 9)","(20, 10)","(102, 4)","(81, 8)","(28, 10)","(209, 2)","(158, 4)","(64, 0)","(62, 5)","(179, 2)","(130, 4)","(166, 7)","(127, 12)","(69, 3)","(84, 3)","(109, 6)","(118, 11)","(220, 14)","(116, 5)","(1, 12)"
"(157, 10)","(164, 12)","(55, 14)","(59, 14)","(190, 7)","(38, 10)","(43, 0)","(221, 7)","(184, 10)","(124, 2)","(57, 12)","(156, 8)","(46, 2)","(159, 8)","(32, 1)","(8, 8)","(240, 8)","(204, 5)","(139, 12)","(238, 11)","(97, 8)","(93, 1)","(22, 0)","(118, 7)","(11, 9)","(40, 1)","(26, 0)","(178, 3)","(28, 6)","(66, 9)","(18, 2)","(161, 2)","(16, 5)","(168, 0)","(103, 0)","(210, 14)","(127, 11)","(50, 3)","(198, 3)","(37, 0)","(223, 4)","(29, 4)","(63, 9)","(45, 14)","(148, 2)","(235, 10)","(181, 14)","(75, 3)","(183, 8)","(68, 11)","(149, 9)","(117, 8)","(97, 7)","(139, 10)","(181, 13)","(36, 10)","(121, 11)","(174, 4)","(113, 5)","(88, 13)","(108, 11)","(30, 10)","(56, 0)","(141, 6)","(236, 13)","(85, 2)","(57, 9)","(221, 1)","(20, 4)","(46, 0)","(193, 3)","(196, 4)","(125, 4)","(49, 8)","(235, 5)","(66, 12)","(126, 4)","(48, 4)","(155, 1)","(101, 5)","(229, 4)","(20, 14)","(102, 8)","(81, 4)","(28, 8)","(209, 1)","(158, 10)","(64, 8)","(62, 3)","(179, 3)","(130, 3)","(166, 4)","(127, 6)","(69, 12)","(84, 8)","(109, 14)","(118, 14)","(220, 10)","(116, 3)","(1, 4)"
"(157, 9)","(164, 2)","(55, 8)","(59, 8)","(190, 1)","(38, 3)","(43, 12)","(221, 14)","(184, 1)","(124, 1)","(57, 10)","(156, 11)","(46, 1)","(159, 7)","(32, 14)","(8, 4)","(240, 6)","(204, 2)","(139, 0)","(238, 12)","(97, 5)","(93, 6)","(22, 4)","(118, 6)","(11, 3)","(40, 8)","(26, 7)","(178, 10)","(28, 7)","(66, 0)","(18, 7)","(161, 1)","(16, 8)","(168, 5)","(103, 13)","(210, 13)","(127, 14)","(50, 11)","(198, 11)","(37, 10)","(223, 7)","(29, 10)","(63, 0)","(45, 6)","(148, 9)","(235, 1)","(181, 5)","(75, 7)","(183, 2)","(68, 1)","(149, 1)","(117, 14)","(97, 11)","(139, 10)","(181, 5)","(36, 14)","(121, 2)","(174, 9)","(113, 7)","(88, 1)","(108, 12)","(30, 1)","(56, 4)","(141, 12)","(236, 9)","(85, 9)","(57, 13)","(221, 8)","(20, 12)","(46, 1)","(193, 10)","(196, 0)","(125, 0)","(49, 1)","(235, 1)","(66, 5)","(126, 12)","(48, 7)","(155, 13)","(101, 2)","(229, 1)","(20, 10)","(102, 11)","(81, 6)","(28, 4)","(209, 5)","(158, 7)","(64, 3)","(62, 6)","(179, 12)","(130, 8)","(166, 11)","(127, 6)","(69, 11)","(84, 0)","(109, 1)","(118, 1)","(220, 9)","(116, 0)","(1, 11)"
"(157, 7)","(164, 9)","(55, 12)","(59, 0)","(190, 3)","(38, 12)","(43, 1)","(221, 1)","(184, 5)","(124, 11)","(57, 0)","(156, 6)","(46, 12)","(159, 5)","(32, 9)","(8, 12)","(240, 9)","(204, 12)","(139, 13)","(238, 9)","(97, 3)","(93, 11)","(22, 3)","(118, 12)","(11, 0)","(40, 11)","(26, 2)","(178, 12)","(28, 13)","(66, 13)","(18, 9)","(161, 5)","(16, 6)","(168, 8)","(103, 7)","(210, 0)","(127, 7)","(50, 0)","(198, 14)","(37, 14)","(223, 14)","(29, 8)","(63, 13)","(45, 7)","(148, 11)","(235, 0)","(181, 7)","(75, 12)","(183, 1)","(68, 14)","(149, 12)","(117, 1)","(97, 11)","(139, 14)","(181, 3)","(36, 6)","(121, 10)","(174, 8)","(113, 13)","(88, 14)","(108, 5)","(30, 5)","(56, 1)","(141, 0)","(236, 7)","(85, 4)","(57, 11)","(221, 8)","(20, 5)","(46, 4)","(193, 8)","(196, 5)","(125, 3)","(49, 3)","(235, 1)","(66, 1)","(126, 10)","(48, 14)","(155, 8)","(101, 7)","(229, 12)","(20, 1)","(102, 5)","(81, 3)","(28, 0)","(209, 10)","(158, 13)","(64, 2)","(62, 8)","(179, 14)","(130, 0)","(166, 10)","(127, 13)","(69, 1)","(84, 11)","(109, 13)","(118, 8)","(220, 12)","(116, 8)","(1, 10)"
"(157, 6)","(164, 8)","(55, 2)","(59, 5)","(190, 13)","(38, 5)","(43, 9)","(221, 8)","(184, 4)","(124, 8)","(57, 8)","(156, 4)","(46, 6)","(159, 13)","(32, 0)","(8, 2)","(240, 11)","(204, 0)","(139, 8)","(238, 1)","(97, 4)","(93, 0)","(22, 9)","(118, 4)","(11, 9)","(40, 4)","(26, 12)","(178, 8)","(28, 5)","(66, 2)","(18, 0)","(161, 7)","(16, 2)","(168, 11)","(103, 6)","(210, 5)","(127, 2)","(50, 12)","(198, 8)","(37, 9)","(223, 10)","(29, 12)","(63, 10)","(45, 8)","(148, 8)","(235, 13)","(181, 6)","(75, 0)","(183, 4)","(68, 2)","(149, 2)","(117, 4)","(97, 5)","(139, 11)","(181, 14)","(36, 9)","(121, 13)","(174, 3)","(113, 13)","(88, 4)","(108, 4)","(30, 6)","(56, 3)","(141, 8)","(236, 5)","(85, 6)","(57, 2)","(221, 14)","(20, 0)","(46, 5)","(193, 11)","(196, 4)","(125, 9)","(49, 6)","(235, 9)","(66, 12)","(126, 6)","(48, 1)","(155, 0)","(101, 8)","(229, 2)","(20, 1)","(102, 14)","(81, 10)","(28, 11)","(209, 6)","(158, 10)","(64, 14)","(62, 10)","(179, 0)","(130, 12)","(166, 8)","(127, 5)","(69, 7)","(84, 3)","(109, 8)","(118, 5)","(220, 1)","(116, 4)","(1, 6)"
